ticker,month,first_close,last_close,monthly_return_%
INDUSINDBK,2024-03,1526.65,1553.0,1.73
INDUSINDBK,2024-04,1542.4,1515.7,-1.73
INDUSINDBK,2024-05,1505.2,1461.85,-2.88
INDUSINDBK,2024-06,1529.7,1464.5,-4.26
INDUSINDBK,2024-07,1456.9,1427.8,-2.0
INDUSINDBK,2024-08,1419.85,1425.25,0.38
INDUSINDBK,2024-09,1449.05,1447.6,-0.1
INDUSINDBK,2024-10,1409.7,1055.6,-25.12
INDUSINDBK,2024-11,1062.5,998.2,-6.05
INFY,2023-10,1434.0,1368.4,-4.57
INFY,2023-11,1354.15,1455.15,7.46
INFY,2023-12,1452.3,1542.9,6.24
INFY,2024-01,1551.35,1660.9,7.06
INFY,2024-02,1657.05,1673.9,1.02
INFY,2024-03,1654.7,1498.05,-9.47
INFY,2024-04,1495.45,1420.55,-5.01
INFY,2024-05,1414.45,1406.9,-0.53
INFY,2024-06,1405.9,1566.75,11.44
INFY,2024-07,1590.8,1868.25,17.44
INFY,2024-08,1852.6,1943.7,4.92
INFY,2024-09,1964.5,1875.6,-4.53
INFY,2024-10,1904.35,1757.25,-7.72
INFY,2024-11,1760.85,1902.25,8.03
ITC,2023-10,439.75,428.4,-2.58
ITC,2023-11,428.1,435.8,1.8
ITC,2023-12,449.8,462.1,2.73
ITC,2024-01,468.05,441.55,-5.66
ITC,2024-02,442.9,406.3,-8.26
ITC,2024-03,409.5,428.35,4.6
ITC,2024-04,426.7,435.65,2.1
ITC,2024-05,439.0,426.45,-2.86
ITC,2024-06,430.35,424.9,-1.27
ITC,2024-07,429.05,495.35,15.45
ITC,2024-08,493.7,501.9,1.66
ITC,2024-09,510.05,518.15,1.59
ITC,2024-10,516.2,488.8,-5.31
ITC,2024-11,490.3,474.65,-3.19
JSWSTEEL,2023-10,770.25,736.35,-4.4
JSWSTEEL,2023-11,724.45,801.1,10.58
JSWSTEEL,2023-12,810.8,880.25,8.57
JSWSTEEL,2024-01,877.6,818.65,-6.72
JSWSTEEL,2024-02,801.7,800.1,-0.2
JSWSTEEL,2024-03,836.2,830.2,-0.72
JSWSTEEL,2024-04,871.95,882.2,1.18
JSWSTEEL,2024-05,890.35,880.55,-1.1
JSWSTEEL,2024-06,915.3,931.5,1.77
JSWSTEEL,2024-07,943.9,928.25,-1.66
JSWSTEEL,2024-08,934.55,941.1,0.7
JSWSTEEL,2024-09,940.45,1030.05,9.53
JSWSTEEL,2024-10,1027.3,963.65,-6.2
JSWSTEEL,2024-11,968.3,977.35,0.93
KOTAKBANK,2023-10,1727.05,1739.4,0.72
KOTAKBANK,2023-11,1724.4,1755.45,1.8
KOTAKBANK,2023-12,1750.5,1908.1,9.0
KOTAKBANK,2024-01,1909.15,1825.25,-4.39
KOTAKBANK,2024-02,1822.75,1689.45,-7.31
KOTAKBANK,2024-03,1727.7,1785.5,3.35
KOTAKBANK,2024-04,1790.7,1623.95,-9.31
KOTAKBANK,2024-05,1575.65,1680.4,6.65
KOTAKBANK,2024-06,1718.05,1802.5,4.92
KOTAKBANK,2024-07,1808.1,1807.9,-0.01
KOTAKBANK,2024-08,1792.65,1780.8,-0.66
KOTAKBANK,2024-09,1780.25,1853.95,4.14
KOTAKBANK,2024-10,1879.4,1731.1,-7.89
KOTAKBANK,2024-11,1744.4,1761.45,0.98
LT,2023-10,3073.25,2929.05,-4.69
LT,2023-11,2895.3,3109.2,7.39
LT,2023-12,3190.65,3526.0,10.51
LT,2024-01,3525.45,3479.75,-1.3
LT,2024-02,3398.0,3477.55,2.34
LT,2024-03,3633.5,3763.9,3.59
LT,2024-04,3838.0,3594.3,-6.35
LT,2024-05,3599.5,3669.3,1.94
LT,2024-06,3897.15,3548.45,-8.95
LT,2024-07,3526.55,3815.0,8.18
LT,2024-08,3779.3,3704.65,-1.98
LT,2024-09,3683.1,3675.55,-0.2
LT,2024-10,3653.5,3622.3,-0.85
LT,2024-11,3626.35,3603.5,-0.63
M&M,2023-10,1537.4,1458.6,-5.13
M&M,2023-11,1454.6,1647.75,13.28
M&M,2023-12,1625.5,1729.4,6.39
M&M,2024-01,1703.3,1651.55,-3.04
M&M,2024-02,1651.15,1932.4,17.03
M&M,2024-03,1972.95,1921.35,-2.62
M&M,2024-04,1915.95,2156.35,12.55
M&M,2024-05,2185.15,2506.25,14.69
M&M,2024-06,2634.0,2866.65,8.83
M&M,2024-07,2875.85,2907.8,1.11
M&M,2024-08,2828.4,2805.4,-0.81
M&M,2024-09,2777.0,3094.9,11.45
M&M,2024-10,3165.5,2728.55,-13.8
M&M,2024-11,2817.65,3012.95,6.93
MARUTI,2023-10,10346.9,10392.3,0.44
MARUTI,2023-11,10227.8,10608.7,3.72
MARUTI,2023-12,10585.7,10302.3,-2.68
MARUTI,2024-01,10283.3,10186.9,-0.94
MARUTI,2024-02,10638.0,11288.35,6.11
MARUTI,2024-03,11620.95,12600.35,8.43
MARUTI,2024-04,12569.6,12817.5,1.97
MARUTI,2024-05,12805.35,12399.3,-3.17
MARUTI,2024-06,12476.15,12033.85,-3.55
MARUTI,2024-07,12108.65,13115.8,8.32
MARUTI,2024-08,13359.05,12403.0,-7.16
MARUTI,2024-09,12427.4,13238.0,6.52
MARUTI,2024-10,13166.0,11076.45,-15.87
MARUTI,2024-11,11110.0,11063.6,-0.42
NESTLEIND,2023-10,2231.52,2423.48,8.6
NESTLEIND,2023-11,2387.27,2423.61,1.52
NESTLEIND,2023-12,2433.86,2658.03,9.21
NESTLEIND,2024-01,2737.24,2506.0,-8.45
NESTLEIND,2024-02,2467.8,2596.2,5.2
NESTLEIND,2024-03,2601.45,2622.35,0.8
NESTLEIND,2024-04,2585.6,2507.4,-3.02
NESTLEIND,2024-05,2512.3,2354.9,-6.27
NESTLEIND,2024-06,2355.05,2551.65,8.35
NESTLEIND,2024-07,2568.1,2456.35,-4.35
NESTLEIND,2024-08,2484.0,2500.75,0.67
NESTLEIND,2024-09,2509.9,2689.95,7.17
NESTLEIND,2024-10,2707.05,2262.95,-16.41
NESTLEIND,2024-11,2282.3,2247.3,-1.53
NTPC,2023-10,241.2,235.8,-2.24
NTPC,2023-11,232.6,261.3,12.34
NTPC,2023-12,268.95,311.15,15.69
NTPC,2024-01,309.75,317.5,2.5
NTPC,2024-02,322.0,335.6,4.22
NTPC,2024-03,343.5,335.8,-2.24
NTPC,2024-04,342.35,363.2,6.09
NTPC,2024-05,369.05,359.0,-2.72
NTPC,2024-06,391.8,378.35,-3.43
NTPC,2024-07,369.75,416.0,12.51
NTPC,2024-08,423.45,416.2,-1.71
NTPC,2024-09,410.0,443.2,8.1
NTPC,2024-10,440.1,408.15,-7.26
NTPC,2024-11,411.35,365.45,-11.16
ONGC,2023-10,184.6,186.15,0.84
ONGC,2023-11,186.7,194.95,4.42
ONGC,2023-12,194.55,205.05,5.4
ONGC,2024-01,205.35,252.25,22.84
ONGC,2024-02,247.65,264.6,6.84
ONGC,2024-03,270.55,268.05,-0.92
ONGC,2024-04,269.9,282.85,4.8
ONGC,2024-05,282.8,264.35,-6.52
ONGC,2024-06,284.1,274.2,-3.48
ONGC,2024-07,272.95,334.2,22.44
ONGC,2024-08,341.75,330.75,-3.22
ONGC,2024-09,326.2,297.6,-8.77
ONGC,2024-10,291.95,266.15,-8.84
ONGC,2024-11,271.75,245.6,-9.62
POWERGRID,2023-10,199.55,202.15,1.3
POWERGRID,2023-11,200.95,208.95,3.98
POWERGRID,2023-12,210.2,237.2,12.84
POWERGRID,2024-01,238.25,259.3,8.84
POWERGRID,2024-02,265.8,282.85,6.41
POWERGRID,2024-03,287.7,276.9,-3.75
POWERGRID,2024-04,280.15,301.85,7.75
POWERGRID,2024-05,313.6,310.0,-1.15
POWERGRID,2024-06,337.65,330.95,-1.98
POWERGRID,2024-07,329.6,348.2,5.64
POWERGRID,2024-08,361.1,337.4,-6.56
POWERGRID,2024-09,335.55,352.85,5.16
POWERGRID,2024-10,350.8,320.8,-8.55
POWERGRID,2024-11,322.05,336.95,4.63
RELIANCE,2023-10,1159.08,1143.95,-1.31
RELIANCE,2023-11,1148.7,1188.72,3.48
RELIANCE,2023-12,1197.15,1292.47,7.96
RELIANCE,2024-01,1295.13,1426.63,10.15
RELIANCE,2024-02,1426.65,1460.8,2.39
RELIANCE,2024-03,1492.13,1485.85,-0.42
RELIANCE,2024-04,1484.78,1467.0,-1.2
RELIANCE,2024-05,1466.55,1430.4,-2.46
RELIANCE,2024-06,1510.33,1565.4,3.65
RELIANCE,2024-07,1560.15,1505.43,-3.51
RELIANCE,2024-08,1515.3,1509.63,-0.37
RELIANCE,2024-09,1516.25,1476.58,-2.62
RELIANCE,2024-10,1464.83,1332.05,-9.06
RELIANCE,2024-11,1338.65,1265.4,-5.47
SBILIFE,2023-10,1292.45,1367.85,5.83
SBILIFE,2023-11,1336.05,1435.25,7.42
SBILIFE,2023-12,1423.65,1432.6,0.63
SBILIFE,2024-01,1432.1,1401.15,-2.16
SBILIFE,2024-02,1432.75,1552.55,8.36
SBILIFE,2024-03,1542.15,1500.25,-2.72
SBILIFE,2024-04,1489.95,1436.55,-3.58
SBILIFE,2024-05,1460.9,1386.4,-5.1
SBILIFE,2024-06,1391.5,1491.95,7.22
SBILIFE,2024-07,1501.85,1753.65,16.77
SBILIFE,2024-08,1767.25,1850.3,4.7
SBILIFE,2024-09,1888.75,1844.0,-2.37
SBILIFE,2024-10,1834.2,1622.15,-11.56
SBILIFE,2024-11,1628.85,1485.15,-8.82
SBIN,2023-10,602.95,565.55,-6.2
SBIN,2023-11,566.4,564.75,-0.29
SBIN,2023-12,571.75,642.05,12.3
SBIN,2024-01,641.35,640.5,-0.13
SBIN,2024-02,647.65,748.1,15.51
SBIN,2024-03,769.15,752.35,-2.18
SBIN,2024-04,758.3,826.25,8.96
SBIN,2024-05,830.05,830.35,0.04
SBIN,2024-06,905.65,848.95,-6.26
SBIN,2024-07,841.95,872.4,3.62
SBIN,2024-08,862.65,815.6,-5.45
SBIN,2024-09,822.15,787.9,-4.17
SBIN,2024-10,796.95,820.2,2.92
SBIN,2024-11,821.2,816.05,-0.63
SHRIRAMFIN,2023-10,1921.95,1879.85,-2.19
SHRIRAMFIN,2023-11,1902.25,2007.2,5.52
SHRIRAMFIN,2023-12,2003.25,2053.3,2.5
SHRIRAMFIN,2024-01,2048.85,2466.8,20.4
SHRIRAMFIN,2024-02,2397.2,2438.6,1.73
SHRIRAMFIN,2024-03,2450.45,2359.8,-3.7
SHRIRAMFIN,2024-04,2431.75,2551.7,4.93
SHRIRAMFIN,2024-05,2582.1,2354.05,-8.83
SHRIRAMFIN,2024-06,2509.15,2911.5,16.04
SHRIRAMFIN,2024-07,2924.25,2931.95,0.26
SHRIRAMFIN,2024-08,2989.25,3204.5,7.2
SHRIRAMFIN,2024-09,3225.25,3576.95,10.9
SHRIRAMFIN,2024-10,3570.4,3138.9,-12.09
SHRIRAMFIN,2024-11,3150.95,2850.05,-9.55
SUNPHARMA,2023-10,1141.45,1088.6,-4.63
SUNPHARMA,2023-11,1116.2,1225.85,9.82
SUNPHARMA,2023-12,1231.25,1259.45,2.29
SUNPHARMA,2024-01,1260.25,1418.45,12.55
SUNPHARMA,2024-02,1407.95,1577.95,12.07
SUNPHARMA,2024-03,1559.25,1620.55,3.93
SUNPHARMA,2024-04,1629.25,1502.1,-7.8
SUNPHARMA,2024-05,1519.0,1459.8,-3.9
SUNPHARMA,2024-06,1453.05,1520.85,4.67
SUNPHARMA,2024-07,1520.1,1719.35,13.11
SUNPHARMA,2024-08,1715.2,1821.65,6.21
SUNPHARMA,2024-09,1815.95,1926.7,6.1
SUNPHARMA,2024-10,1919.95,1848.9,-3.7
SUNPHARMA,2024-11,1858.4,1795.3,-3.4
TATACONSUMER,2023-10,861.2,889.44,3.28
TATACONSUMER,2023-11,892.06,929.2,4.16
TATACONSUMER,2023-12,931.27,1073.46,15.27
TATACONSUMER,2024-01,1066.84,1104.27,3.51
TATACONSUMER,2024-02,1115.78,1175.44,5.35
TATACONSUMER,2024-03,1186.26,1082.74,-8.73
TATACONSUMER,2024-04,1073.56,1094.74,1.97
TATACONSUMER,2024-05,1077.75,1047.23,-2.83
TATACONSUMER,2024-06,1056.02,1083.98,2.65
TATACONSUMER,2024-07,1081.11,1188.95,9.97
TATACONSUMER,2024-08,1208.35,1200.15,-0.68
TATACONSUMER,2024-09,1199.7,1196.95,-0.23
TATACONSUMER,2024-10,1196.25,1002.55,-16.19
TATACONSUMER,2024-11,1004.1,945.2,-5.87
TATAMOTORS,2023-10,620.45,628.65,1.32
TATAMOTORS,2023-11,627.7,706.4,12.54
TATAMOTORS,2023-12,705.45,779.95,10.56
TATAMOTORS,2024-01,790.6,884.2,11.84
TATAMOTORS,2024-02,878.5,950.2,8.16
TATAMOTORS,2024-03,977.4,992.8,1.58
TATAMOTORS,2024-04,992.25,1007.9,1.58
TATAMOTORS,2024-05,1027.8,923.0,-10.2
TATAMOTORS,2024-06,950.45,989.75,4.13
TATAMOTORS,2024-07,1002.05,1156.65,15.43
TATAMOTORS,2024-08,1144.4,1111.35,-2.89
TATAMOTORS,2024-09,1092.65,974.65,-10.8
TATAMOTORS,2024-10,965.2,834.05,-13.59
TATAMOTORS,2024-11,843.45,791.0,-6.22
TATASTEEL,2023-10,128.0,118.75,-7.23
TATASTEEL,2023-11,116.6,127.9,9.69
TATASTEEL,2023-12,130.0,139.6,7.38
TATASTEEL,2024-01,139.85,135.95,-2.79
TATASTEEL,2024-02,134.8,140.85,4.49
TATASTEEL,2024-03,149.95,155.85,3.93
TATASTEEL,2024-04,163.15,165.0,1.13
TATASTEEL,2024-05,167.35,167.2,-0.09
TATASTEEL,2024-06,174.25,174.01,-0.14
TATASTEEL,2024-07,174.07,165.33,-5.02
TATASTEEL,2024-08,163.06,152.76,-6.32
TATASTEEL,2024-09,152.88,168.55,10.25
TATASTEEL,2024-10,167.03,148.56,-11.06
TATASTEEL,2024-11,149.75,142.78,-4.65
TCS,2023-10,3513.85,3368.75,-4.13
TCS,2023-11,3330.65,3487.6,4.71
TCS,2023-12,3511.65,3793.4,8.02
TCS,2024-01,3811.1,3815.95,0.13
TCS,2024-02,3854.15,4095.1,6.25
TCS,2024-03,4094.35,3876.3,-5.33
TCS,2024-04,3916.75,3820.65,-2.45
TCS,2024-05,3863.3,3670.95,-4.98
TCS,2024-06,3702.85,3904.15,5.44
TCS,2024-07,3978.2,4385.35,10.23
TCS,2024-08,4397.1,4553.75,3.56
TCS,2024-09,4521.05,4268.5,-5.59
TCS,2024-10,4287.9,3968.45,-7.45
TCS,2024-11,3984.2,4244.6,6.54
TECHM,2023-10,1216.2,1133.15,-6.83
TECHM,2023-11,1125.1,1220.95,8.52
TECHM,2023-12,1220.55,1272.65,4.27
TECHM,2024-01,1297.15,1333.65,2.81
TECHM,2024-02,1312.5,1273.85,-2.94
TECHM,2024-03,1271.8,1248.1,-1.86
TECHM,2024-04,1244.55,1263.5,1.52
TECHM,2024-05,1266.9,1228.45,-3.03
TECHM,2024-06,1245.35,1430.35,14.86
TECHM,2024-07,1472.1,1554.4,5.59
TECHM,2024-08,1544.45,1636.5,5.96
TECHM,2024-09,1646.65,1577.2,-4.22
TECHM,2024-10,1625.4,1608.65,-1.03
TECHM,2024-11,1603.65,1747.45,8.97
TITAN,2023-10,3196.25,3189.65,-0.21
TITAN,2023-11,3173.4,3490.6,10.0
TITAN,2023-12,3489.5,3675.45,5.33
TITAN,2024-01,3677.15,3697.55,0.55
TITAN,2024-02,3627.45,3624.4,-0.08
TITAN,2024-03,3765.9,3801.8,0.95
TITAN,2024-04,3738.4,3589.25,-3.99
TITAN,2024-05,3568.45,3241.9,-9.15
TITAN,2024-06,3261.2,3404.2,4.38
TITAN,2024-07,3431.45,3458.95,0.8
TITAN,2024-08,3468.35,3565.15,2.79
TITAN,2024-09,3587.55,3823.95,6.59
TITAN,2024-10,3775.95,3267.05,-13.48
TITAN,2024-11,3293.7,3308.7,0.46
TRENT,2023-10,2059.1,2154.7,4.64
TRENT,2023-11,2197.65,2787.0,26.82
TRENT,2023-12,2807.7,3054.95,8.81
TRENT,2024-01,3002.1,3086.95,2.83
TRENT,2024-02,3102.8,3881.8,25.11
TRENT,2024-03,3901.25,3948.0,1.2
TRENT,2024-04,3886.8,4409.9,13.46
TRENT,2024-05,4646.7,4559.15,-1.88
TRENT,2024-06,4662.2,5479.85,17.54
TRENT,2024-07,5515.65,5839.0,5.86
TRENT,2024-08,5770.8,7158.75,24.05
TRENT,2024-09,7148.2,7574.65,5.97
TRENT,2024-10,7612.7,7128.35,-6.36
TRENT,2024-11,7149.0,6652.8,-6.94
ULTRACEMCO,2023-10,8304.9,8422.25,1.41
ULTRACEMCO,2023-11,8381.45,9003.65,7.42
ULTRACEMCO,2023-12,9033.85,10503.0,16.26
ULTRACEMCO,2024-01,10464.0,10167.3,-2.84
ULTRACEMCO,2024-02,9922.3,9892.4,-0.3
ULTRACEMCO,2024-03,10135.5,9749.15,-3.81
ULTRACEMCO,2024-04,9954.4,9971.85,0.18
ULTRACEMCO,2024-05,9983.45,9915.5,-0.68
ULTRACEMCO,2024-06,10470.05,11667.9,11.44
ULTRACEMCO,2024-07,11904.65,11887.2,-0.15
ULTRACEMCO,2024-08,11984.5,11301.9,-5.7
ULTRACEMCO,2024-09,11424.9,11802.0,3.3
ULTRACEMCO,2024-10,11837.15,11065.65,-6.52
ULTRACEMCO,2024-11,11145.8,11375.3,2.06
WIPRO,2023-10,405.45,381.8,-5.83
WIPRO,2023-11,380.95,413.05,8.43
WIPRO,2023-12,407.65,471.3,15.61
WIPRO,2024-01,477.15,478.15,0.21
WIPRO,2024-02,471.35,518.6,10.02
WIPRO,2024-03,519.1,480.1,-7.51
WIPRO,2024-04,484.95,462.4,-4.65
WIPRO,2024-05,457.4,438.2,-4.2
WIPRO,2024-06,444.1,514.85,15.93
WIPRO,2024-07,527.35,522.0,-1.01
WIPRO,2024-08,521.55,538.4,3.23
WIPRO,2024-09,532.45,541.45,1.69
WIPRO,2024-10,546.75,551.8,0.92
WIPRO,2024-11,551.35,571.65,3.68
